Name,Link
"Sabatelli I, Luigi",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5419
Sabin,https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5421
"Sabol, Audrey",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=34875
"Sacchetti, Lorenzo",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=6834
"Sacchi, Andrea",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=2727
"Sacchis, Giovanni Antonio de",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=2690
"Sachs, Lambert",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=1852
"Sacilatto, Deli",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=23494
"Saciloto, Deli",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=27161
"Sacilotto, Deli",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=27118
"Sackerman, Gilbert",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=8021
"Sacon, Jacques",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=33001
"Saconni, Carlo",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=30500
"Sadeler, Justus",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=23812
"Sadeler I, Jan",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5423
"Sadeler I, Johann",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5423
"Sadeler I, Johannes",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5423
"Sadeler I, Raphael",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5424
"Sadeler II, Aegidius",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5422
"Sadeler II, Egidius",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5422
"Sadeler II, Gillis",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5422
"Sadeler II, Raphael",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5425
"Saenredam, Jan Pietersz",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5426
"Saenredam, Pieter Jansz",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=1853
"Saff, Donald",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5427
"Safford, Ruth Perkins",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=2726
"Saftleven, Cornelis",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=22900
"Saftleven, Herman",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5428
"Sage, Kay",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=7111
"Sager, Peter",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=33951
"Sahl, Hans",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=21200
"Sailer, Daniel",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=21704
"Saint-Aubin, Augustin de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=2814
"Saint-Aubin, Charles Germain de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5429
"Saint-Aubin, Gabriel de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=2728
"Saint-Gaudens, Augustus",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=2262
"Saint-Igny, Jean de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=35582
"Saint-Jean, Henri de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=1854
"Saint-Mémin, Charles-Balthazar-Julien-Févret de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=2729
"Saint-Non, Jean-Claude-Richard, Abbé de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5430
"Saint-Priest, Jean de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5549
"Saint-Quentin, Jacques Philippe Joseph de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5431
"Saint-Saens, Marc",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=2332
"Saint-Urbain, Ferdinand de",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=12869
"Saito, Kiyoshi",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5432
"Salamanca, Antonio",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=14014
"Salamoun, Jirí",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=24802
"Salas, Francisco Borges",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=27551
"Salathé, Friedrich",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5620
"Salazar, Art",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5433
"Salcedo-Watson, Lorena",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=27193
"Salemme, Attilio",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=21210
"Salemme, Lucia Autorino",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=33952
"Salimbeni, Ventura",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=2730
"Sallae, Charles Louis",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=34306
"Sallaert, Anthonis",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5590
"Sallberg, Harald",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=5434
"Salle, David",https://web.archive.org/web/20121006053444/http://www.nga.gov/cgi-bin/tsearch?artistid=6961
"Sallée, Charles Louis, Jr.",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=34306
"Sallenbach, Edward A.",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=5435
"Salmon, André",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=14551
"Salmon, Gabriel",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=5436
"Salmon, Louis Adolphe",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=6812
"Salmon, Robert",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=1855
"Salomon, Bernard",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=6013
"Saltar, Gordon",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=8023
"Saltonstall, Elizabeth",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=33953
"Salvador Carmona, Manuel",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=5437
"Salvador Gómez, Vicente",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=15296
"Salviati, Cecchino",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=1856
"Salviati, Francesco",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=1856
"Salviati, Giuseppe",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=5261
"Salviati, Joseph",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=5261
"Saly, Jacques-François-Joseph",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=2263
"Salzmann, Auguste",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=13442
"Samain, Albert",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=22212
"Samaras, Lucas",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=6665
"Sambin, Hugues",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=11422
"Sambunaris, Victoria",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=30818
"Samokhvalov, Aleksandr Nikolaevich",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=5438
"Sample, Paul Starrett",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=34997
"Samuel, George",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=5439
"Samuel, Jacob",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=14950
"Samuels, Irving K.",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=34263
"Samuels, J.",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=36330
"Sanborn, Gordon",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=8024
"Sancher, Martha",https://web.archive.org/web/20121005003456/http://www.nga.gov/cgi-bin/tsearch?artistid=8025
"Sanchez, Emilio",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=5440
"Sanchez, Ideal",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=6588
"Sanchez, Maurice",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=5818
"Sanctis, Hieronymus de",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=31077
"Sandback, Amy Baker",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=26348
"Sandback, Fred",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=10248
"Sandback, Frederick Lane",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=10248
"Sandby, Paul",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=5441
"Sandby, Thomas",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=11007
"Sandefur, John Courtney",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=34191
"Sander, Arthur",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=8278
"Sander, August",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=6759
"Sanders, Bernard",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=33954
"Sanders, Gerard",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=18692
"Sanders, William",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=8026
Sanders Alexander van Brugsal,https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=4922
"Sanderson, John",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=21479
"Sandler, Selma",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=8027
"Sandrart, J.",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=6389
"Sandrart, Johann Jakob von",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=30957
"Sandrart, Susanne Maria von",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=6302
"Sandrart I, Joachim von",https://web.archive.org/web/20121006073922/http://www.nga.gov/cgi-bin/tsearch?artistid=11662
